DOI,Bed,Author,PubDate,ISO3,PopCNTY,HRNTYR,YCoord,XCoord,GeoPosMethod,GeoUncert,StartDate,EndDate,StudyPeriod,Species,Setting,SampleType,InfectionType,Pathogens,Strain,Drug,Compound,HNinf,HRes
10.1016/j.micpath.2016.07.010,,Mendem,2016,IND,1294000000,0.033,16.52,77.73,Manual,,NA,NA,NA,Human,Hospital,"Pus, Blood, Urine",NA,S. aureus,"MRSA, MSSA, VRSA",GLY,VAN,212,0.11
https://doi.org/10.1099/jmm.0.000715,,Mohapatra,2018,IND,1294000000,0.033,20.27,85.84,Place,NA,15/01/2013,15/06/2014,516,Human,Hospital,"Urine, Pus, Sputum, Tracheal Aspirate, Blood, Wound Swab, Throat Swab",NA,"K. pneumoniae, K. oxytoca, K. ornithinolytica",NA,AMI,AMK,247,0.368
https://doi.org/10.1099/jmm.0.000715,,Mohapatra,2018,IND,1294000000,0.033,20.27,85.84,Place,NA,15/01/2013,15/06/2014,516,Human,Hospital,"Urine, Pus, Sputum, Tracheal Aspirate, Blood, Wound Swab, Throat Swab",NA,"K. pneumoniae, K. oxytoca, K. ornithinolytica",NA,CEP,CFZ,247,0.926
https://doi.org/10.1099/jmm.0.000715,,Mohapatra,2018,IND,1294000000,0.033,20.27,85.84,Place,NA,15/01/2013,15/06/2014,516,Human,Hospital,"Urine, Pus, Sputum, Tracheal Aspirate, Blood, Wound Swab, Throat Swab",NA,"K. pneumoniae, K. oxytoca, K. ornithinolytica",NA,QUI,CIP,247,0.926
https://doi.org/10.1099/jmm.0.000715,,Mohapatra,2018,IND,1294000000,0.033,20.27,85.84,Place,NA,15/01/2013,15/06/2014,516,Human,Hospital,"Urine, Pus, Sputum, Tracheal Aspirate, Blood, Wound Swab, Throat Swab",NA,"K. pneumoniae, K. oxytoca, K. ornithinolytica",NA,CEP,FEP,247,0.779
https://doi.org/10.1099/jmm.0.000715,,Mohapatra,2018,IND,1294000000,0.033,20.27,85.84,Place,NA,15/01/2013,15/06/2014,516,Human,Hospital,"Urine, Pus, Sputum, Tracheal Aspirate, Blood, Wound Swab, Throat Swab",NA,"K. pneumoniae, K. oxytoca, K. ornithinolytica",NA,AMI,GEN,247,0.662
https://doi.org/10.1099/jmm.0.000715,,Mohapatra,2018,IND,1294000000,0.033,20.27,85.84,Place,NA,15/01/2013,15/06/2014,516,Human,Hospital,"Urine, Pus, Sputum, Tracheal Aspirate, Blood, Wound Swab, Throat Swab",NA,"K. pneumoniae, K. oxytoca, K. ornithinolytica",NA,CAR,IPM,247,0.515
https://doi.org/10.1099/jmm.0.000715,,Mohapatra,2018,IND,1294000000,0.033,20.27,85.84,Place,NA,15/01/2013,15/06/2014,516,Human,Hospital,"Urine, Pus, Sputum, Tracheal Aspirate, Blood, Wound Swab, Throat Swab",NA,"K. pneumoniae, K. oxytoca, K. ornithinolytica",NA,CAR,MEM,247,0.603
https://doi.org/10.1099/jmm.0.000715,,Mohapatra,2018,IND,1294000000,0.033,20.27,85.84,Place,NA,15/01/2013,15/06/2014,516,Human,Hospital,"Urine, Pus, Sputum, Tracheal Aspirate, Blood, Wound Swab, Throat Swab",NA,"K. pneumoniae, K. oxytoca, K. ornithinolytica",NA,QUI,MXF,247,0.838
https://doi.org/10.1099/jmm.0.000715,,Mohapatra,2018,IND,1294000000,0.033,20.27,85.84,Place,NA,15/01/2013,15/06/2014,516,Human,Hospital,"Urine, Pus, Sputum, Tracheal Aspirate, Blood, Wound Swab, Throat Swab",NA,"K. pneumoniae, K. oxytoca, K. ornithinolytica",NA,AMI,TOB,247,0.912
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Blood,sepsis,E. coli,NA,AMI,AMK,77,0.63
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Blood,sepsis,E. coli,NA,MON,ATM,77,0.88
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Blood,sepsis,E. coli,NA,CEP,CAZ,77,0.91
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Blood,sepsis,E. coli,NA,CEP,CFP,77,0.925
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Blood,sepsis,E. coli,NA,QUI,CIP,77,0.91
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Blood,sepsis,E. coli,NA,CEP,CPD,77,0.985
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Blood,sepsis,E. coli,NA,CEP,CRO,77,0.925
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Blood,sepsis,E. coli,NA,CEP,CTX,77,0.94
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Blood,sepsis,E. coli,NA,CEP,FEP,77,0.91
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Blood,sepsis,E. coli,NA,CEP,FOX,77,0.88
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Blood,sepsis,E. coli,NA,AMI,GEN,77,0.7
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Blood,sepsis,E. coli,NA,PEN,PIP,77,0.76
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Fecal,NA,E. coli,NA,AMI,AMK,71,0.34
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Fecal,NA,E. coli,NA,MON,ATM,71,0.72
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Fecal,NA,E. coli,NA,CEP,CAZ,71,0.69
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Fecal,NA,E. coli,NA,CEP,CFP,71,0.88
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Fecal,NA,E. coli,NA,QUI,CIP,71,0.85
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Fecal,NA,E. coli,NA,CEP,CPD,71,0.89
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Fecal,NA,E. coli,NA,CEP,CRO,71,0.87
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Fecal,NA,E. coli,NA,CEP,CTX,71,0.87
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Fecal,NA,E. coli,NA,CEP,FEP,71,0.79
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Fecal,NA,E. coli,NA,CEP,FOX,71,0.7
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Fecal,NA,E. coli,NA,AMI,GEN,71,0.51
https://doi.org/10.1186/s13756-018-0444-8,,Naharjuna,2018,IND,1294000000,0.033,28.63,77.17,Place,NA,15/02/2011,15/08/2013,913,Human,Hospital,Fecal,NA,E. coli,NA,PEN,PIP,71,0.75
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,A. baumannii,NA,AMI,AMK,12,0.917
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,A. baumannii,NA,CEP,CAZ,12,1
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,A. baumannii,NA,QUI,CIP,12,0.917
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,A. baumannii,NA,POL,CST,12,0.417
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,A. baumannii,NA,CEP,CTX,12,1
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,A. baumannii,NA,CEP,FOX/SAL,12,0.833
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,A. baumannii,NA,CAR,IPM/MEM,12,0.583
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,A. baumannii,NA,PEN,PIT,12,0.833
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,K. pneumoniae,NA,PEN,AMC,5,0
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,K. pneumoniae,NA,AMI,AMK,5,0.8
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,K. pneumoniae,NA,CEP,CAZ,5,0.8
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,K. pneumoniae,NA,QUI,CIP,5,0.8
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,K. pneumoniae,NA,POL,CST,5,0.4
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,K. pneumoniae,NA,CEP,CTX,5,0.6
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,K. pneumoniae,NA,CEP,FOX/SAL,5,0.6
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,K. pneumoniae,NA,CAR,IPM/MEM,5,0.2
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,K. pneumoniae,NA,AMI,NET,5,0.8
https://doi.org/10.1099/jmm.0.001072,,Raza,2019,IND,1294000000,0.033,28.61,77.2,Place,NA,15/03/2015,15/04/2017,762,Human,Hospital,CFS,meningitis,K. pneumoniae,NA,PEN,PIT,5,0.6
DOI: 10.1111/j.1464-410X.2011.10528.x,562,Cullen,2011,IRL,4709477,0.135,53.35,-6.26,Place,NA,1/1/99,31/12/2009,4018,Human,Hospital,mid-stream Urine,UTI,E. coli,NA,PEN,AMC,15398,0.139
DOI: 10.1111/j.1464-410X.2011.10528.x,562,Cullen,2011,IRL,4709477,0.135,53.35,-6.26,Place,NA,1/1/99,31/12/2009,4018,Human,Hospital,mid-stream Urine,UTI,E. coli,NA,PEN,AMP,15398,0.59
DOI: 10.1111/j.1464-410X.2011.10528.x,562,Cullen,2011,IRL,4709477,0.135,53.35,-6.26,Place,NA,1/1/99,31/12/2009,4018,Human,Hospital,mid-stream Urine,UTI,E. coli,NA,QUI,CIP,15398,0.178
DOI: 10.1111/j.1464-410X.2011.10528.x,562,Cullen,2011,IRL,4709477,0.135,53.35,-6.26,Place,NA,1/1/99,31/12/2009,4018,Human,Hospital,mid-stream Urine,UTI,E. coli,NA,CEP,CXM,15398,0.052
DOI: 10.1111/j.1464-410X.2011.10528.x,562,Cullen,2011,IRL,4709477,0.135,53.35,-6.26,Place,NA,1/1/99,31/12/2009,4018,Human,Hospital,mid-stream Urine,UTI,E. coli,NA,AMI,GEN,15398,0.042
DOI: 10.1111/j.1464-410X.2011.10528.x,562,Cullen,2011,IRL,4709477,0.135,53.35,-6.26,Place,NA,1/1/99,31/12/2009,4018,Human,Hospital,mid-stream Urine,UTI,E. coli,NA,OTH,NIT,15398,0.029
DOI: 10.1111/j.1464-410X.2011.10528.x,562,Cullen,2011,IRL,4709477,0.135,53.35,-6.26,Place,NA,1/1/99,31/12/2009,4018,Human,Hospital,mid-stream Urine,UTI,E. coli,NA,SUL,TMP,15398,0.363
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,AMI,AMK,NA,0.385
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,AMI,AMK,NA,0.37
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,PEN,AMP,NA,1
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,PEN,AMP,NA,0.995
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,CEP,CAZ,NA,0.444
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,CEP,CAZ,NA,0.328
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,CEP,CFM,NA,0.944
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,CEP,CFM,NA,0.896
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,CEP,CFZ,NA,0.926
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,CEP,CFZ,NA,0.865
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,QUI,CIP,NA,0.359
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,QUI,CIP,NA,0.296
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,CEP,CRO,NA,0.741
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,CEP,CRO,NA,0.557
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,CEP,CTX,NA,0.352
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,CEP,CTX,NA,0.339
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,CEP,CZM,NA,0.234
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,CEP,CZM,NA,0.185
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,AMI,GEN,NA,0.556
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,AMI,GEN,NA,0.359
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,CAR,IPM,NA,0.352
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,CAR,IPM,NA,0.323
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,QUI,NAL,NA,0.859
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,QUI,NAL,NA,0.833
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,OTH,NIT,NA,0.759
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,OTH,NIT,NA,0.589
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,PEN,PIP,NA,0.052
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,PEN,PIP,NA,0
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,SUL,SXT,NA,0.818
PMID: 23772019,128,Hashemi,2013,IRN,78132939,,34.97,48.66,Place,NA,15/04/2010,15/04/2011,365,Human,Hospital,"Urine, tracheal secretions, Blood, Wound infection, Sputum, Fecal, CSF, joint fluid",NA,E. coli,NA,SUL,SXT,NA,0.778
https://doi.org/10.1099/jmm.0.000219,800,Pourabbas,2016,IRN,78132939,,29.61,52.54,Place,NA,1/1/12,31/12/2013,731,Human,Hospital,Blood,BSI,A. baumannii,CAR-R,AMI,AMK,59,0.942
https://doi.org/10.1099/jmm.0.000219,800,Pourabbas,2016,IRN,78132939,,29.61,52.54,Place,NA,1/1/12,31/12/2013,731,Human,Hospital,Blood,BSI,A. baumannii,CAR-R,QUI,CIP,59,0.95
https://doi.org/10.1099/jmm.0.000219,800,Pourabbas,2016,IRN,78132939,,29.61,52.54,Place,NA,1/1/12,31/12/2013,731,Human,Hospital,Blood,BSI,A. baumannii,CAR-R,POL,CST,59,0
https://doi.org/10.1099/jmm.0.000219,800,Pourabbas,2016,IRN,78132939,,29.61,52.54,Place,NA,1/1/12,31/12/2013,731,Human,Hospital,Blood,BSI,A. baumannii,CAR-R,CAR,IPM,59,1
https://doi.org/10.1099/jmm.0.000219,800,Pourabbas,2016,IRN,78132939,,29.61,52.54,Place,NA,1/1/12,31/12/2013,731,Human,Hospital,Blood,BSI,A. baumannii,CAR-R,QUI,LVX,59,0.95
https://doi.org/10.1099/jmm.0.000219,800,Pourabbas,2016,IRN,78132939,,29.61,52.54,Place,NA,1/1/12,31/12/2013,731,Human,Hospital,Blood,BSI,A. baumannii,CAR-R,CAR,MEM,59,1
https://doi.org/10.1099/jmm.0.000219,800,Pourabbas,2016,IRN,78132939,,29.61,52.54,Place,NA,1/1/12,31/12/2013,731,Human,Hospital,Blood,BSI,A. baumannii,CAR-R,PEN,PIT,59,0.933
https://doi.org/10.1099/jmm.0.000219,800,Pourabbas,2016,IRN,78132939,,29.61,52.54,Place,NA,1/1/12,31/12/2013,731,Human,Hospital,Blood,BSI,A. baumannii,CAR-R,OTH,RIF,59,0.966
https://doi.org/10.1099/jmm.0.000219,800,Pourabbas,2016,IRN,78132939,,29.61,52.54,Place,NA,1/1/12,31/12/2013,731,Human,Hospital,Blood,BSI,A. baumannii,CAR-R,PEN,SAM,59,0.745
https://doi.org/10.1099/jmm.0.000219,800,Pourabbas,2016,IRN,78132939,,29.61,52.54,Place,NA,1/1/12,31/12/2013,731,Human,Hospital,Blood,BSI,A. baumannii,CAR-R,TET,TIG,59,0.745
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124734/,1000,Yekani,2018,IRN,9569935,,39.21,45.41,Manual,,1/1/16,31/12/2016,365,Human,Hospital,Urine,UTI,E. coli,NA,PEN,AMP,177,0.858
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124734/,1000,Yekani,2018,IRN,9569935,,39.21,45.41,Manual,,1/1/16,31/12/2016,365,Human,Hospital,Urine,UTI,E. coli,NA,MON,ATM,177,0.499
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124734/,1000,Yekani,2018,IRN,9569935,,39.21,45.41,Manual,,1/1/16,31/12/2016,365,Human,Hospital,Urine,UTI,E. coli,NA,CEP,CAZ,177,0.372
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124734/,1000,Yekani,2018,IRN,9569935,,39.21,45.41,Manual,,1/1/16,31/12/2016,365,Human,Hospital,Urine,UTI,E. coli,NA,CEP,CFZ,177,0.797
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124734/,1000,Yekani,2018,IRN,9569935,,39.21,45.41,Manual,,1/1/16,31/12/2016,365,Human,Hospital,Urine,UTI,E. coli,NA,CEP,CRO,177,0.463
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124734/,1000,Yekani,2018,IRN,9569935,,39.21,45.41,Manual,,1/1/16,31/12/2016,365,Human,Hospital,Urine,UTI,E. coli,NA,CEP,CTX,177,0.446
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124734/,1000,Yekani,2018,IRN,9569935,,39.21,45.41,Manual,,1/1/16,31/12/2016,365,Human,Hospital,Urine,UTI,E. coli,NA,CEP,CXM,177,0.525
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124734/,1000,Yekani,2018,IRN,9569935,,39.21,45.41,Manual,,1/1/16,31/12/2016,365,Human,Hospital,Urine,UTI,E. coli,NA,CAR,ERT,177,0.017
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124734/,1000,Yekani,2018,IRN,9569935,,39.21,45.41,Manual,,1/1/16,31/12/2016,365,Human,Hospital,Urine,UTI,E. coli,NA,CEP,FEP,177,0.291
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124734/,1000,Yekani,2018,IRN,9569935,,39.21,45.41,Manual,,1/1/16,31/12/2016,365,Human,Hospital,Urine,UTI,E. coli,NA,OTH,FOF,177,0.012
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124734/,1000,Yekani,2018,IRN,9569935,,39.21,45.41,Manual,,1/1/16,31/12/2016,365,Human,Hospital,Urine,UTI,E. coli,NA,CEP,FOX,177,0.147
